time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
7.370000,0.0332,0.0957,-0.2861,0.304
7.375000,-0.0004,0.1706,-0.2777,0.326
7.380000,0.0077,0.2082,-0.2800,0.349
7.385000,0.0642,0.1737,-0.1443,0.235
7.389000,0.0262,0.0328,0.0034,0.042
7.400000,-0.1118,-0.0133,0.0266,0.116
7.402000,-0.2609,-0.0320,0.0686,0.272
7.405000,-0.2304,-0.0586,0.1806,0.299
7.410000,-0.1732,-0.1351,0.2751,0.352
7.428000,-0.0191,-0.2014,0.2501,0.322
7.429000,-0.0071,-0.2039,0.0651,0.214
7.430000,-0.1126,-0.1455,-0.1016,0.210
7.430000,-0.1234,-0.0797,-0.2350,0.277
7.434000,-0.0950,-0.0203,-0.3201,0.335
7.440000,-0.1326,0.0343,-0.4296,0.451
7.444000,-0.2606,0.0231,-0.5859,0.642
7.449000,-0.2739,0.0355,-0.6519,0.708
7.454000,-0.1476,-0.0489,-0.5971,0.617
7.459000,0.0013,-0.1326,-0.6314,0.645
7.464000,0.1569,-0.1032,-0.6113,0.640
7.469000,0.1137,-0.2164,-0.5119,0.567
7.474000,-0.0184,-0.5304,-0.7616,0.928
7.480000,0.0045,-0.3367,-1.2464,1.291
7.484000,0.0444,-0.1139,-1.3771,1.383
7.489000,-0.0570,-0.0540,-1.0503,1.053
7.496000,-0.3857,0.0380,-1.0581,1.127
7.499000,-0.7475,0.0217,-1.3984,1.586
7.503000,-0.9945,-0.1153,-1.3612,1.690
7.508000,-0.9073,-0.2071,-0.8432,1.256
7.514000,-0.6310,-0.2630,-0.0123,0.684
7.518000,-0.0506,-0.4342,0.3313,0.549
7.523000,0.5836,-0.7057,1.0829,1.418
7.529000,0.9847,-1.0114,1.2231,1.868
7.533000,0.9950,-0.9547,1.0218,1.716
7.537000,0.9401,-0.6116,0.0184,1.122
7.542000,0.6809,-0.2656,-0.6508,0.979
7.547000,0.2046,0.0022,-0.9221,0.945
7.554000,-0.2059,0.1552,-0.8564,0.894
7.558000,-0.7729,0.3656,-0.4961,0.988
7.564000,-1.6302,0.8481,-0.2168,1.850
7.567000,-2.7628,1.3249,0.3273,3.081
7.573000,-3.5251,1.4761,0.9378,3.935
7.579000,-3.5121,1.2040,1.4850,3.999
7.583000,-2.9804,0.7004,2.1940,3.767
7.587000,-2.5740,0.2098,3.5747,4.410
7.592000,-2.3721,-0.3278,4.7042,5.279
7.598000,-2.0423,-0.8500,4.4108,4.934
7.602000,-1.6126,-1.2555,3.7615,4.281
7.607000,-1.3708,-1.5999,3.1356,3.778
7.612000,-1.2628,-1.8358,2.4973,3.347
7.617000,-1.2037,-2.1955,1.9735,3.188
7.622000,-0.9985,-2.6607,1.5852,3.254
7.633000,-0.2752,-2.9627,1.1542,3.191
7.635000,0.6166,-2.9507,0.3965,3.040
7.640000,1.3352,-2.6259,-0.4857,2.986
7.642000,1.6177,-2.1358,-1.3015,2.979
7.653000,1.2533,-1.7853,-2.3049,3.173
7.655000,0.7640,-1.3314,-2.5067,2.939
7.656000,0.2875,-0.8746,-2.0571,2.254
7.663000,0.0569,-0.5523,-1.5046,1.604
7.666000,0.4788,-0.3507,-0.9779,1.144
7.671000,1.1232,-0.3057,-0.4884,1.262
7.676000,1.6704,-0.3003,-0.0482,1.698
7.681000,2.0716,-0.3668,0.2253,2.116
7.686000,2.0691,-0.5710,0.1782,2.154
7.691000,1.7116,-0.7554,0.0352,1.871
7.696000,1.3992,-0.6697,-0.1342,1.557
7.701000,1.1336,-0.3720,-0.1855,1.207
7.706000,0.7481,-0.0381,-0.1181,0.758
7.714000,0.2805,0.2626,-0.1445,0.411
7.716000,-0.2120,0.4857,-0.2055,0.568
7.721000,-0.7601,0.7446,0.0212,1.064
7.726000,-1.0327,0.9988,0.5310,1.532
7.731000,-0.8479,1.2505,0.9203,1.769
7.736000,-0.7936,1.2547,0.9843,1.781
7.741000,-0.5046,1.0735,0.8186,1.441
7.751000,-0.0945,0.7582,0.3744,0.851
7.752000,0.5541,0.2258,-0.1525,0.617
7.760000,1.4958,-0.1764,-0.7467,1.681
7.761000,1.8082,-0.3591,-1.3194,2.267
7.769000,1.6746,-0.3472,-1.6609,2.384
7.770000,1.4894,-0.1405,-1.7074,2.270
7.775000,1.1582,0.1387,-1.3529,1.786
7.779000,0.6484,0.4419,-0.8575,1.162
7.784000,0.2254,0.7980,-0.7667,1.129
7.789000,-0.0429,1.0780,-0.8673,1.384
7.795000,-0.1947,1.2075,-0.6793,1.399
7.800000,-0.0911,1.1270,-0.2339,1.155
7.804000,0.0353,0.8749,0.2917,0.923
7.809000,0.1469,0.5786,0.5042,0.781
7.814000,0.2903,0.3517,0.5783,0.736
7.819000,0.4160,0.0835,0.5664,0.708
7.824000,0.3678,-0.2317,0.8471,0.952
7.830000,0.3620,-0.5678,1.4507,1.599
7.834000,0.7036,-0.8475,1.8139,2.122
7.840000,0.9804,-0.9953,1.6980,2.199
7.846000,0.9850,-1.0908,1.0956,1.833
7.850000,0.8091,-1.2230,0.4940,1.547
7.854000,0.8230,-1.3428,0.0660,1.576
7.860000,0.6899,-1.3561,-0.2599,1.544
7.864000,0.3990,-1.2933,-0.6384,1.496
7.869000,0.0353,-1.2680,-1.1472,1.710
7.874000,-0.3339,-1.2575,-1.5631,2.034
7.883000,-0.3391,-1.3428,-1.5202,2.056
7.885000,-0.3984,-1.5375,-1.3567,2.089
7.889000,-0.3689,-1.7893,-1.1297,2.148
7.895000,-0.3380,-2.0272,-1.0485,2.307
7.907000,-0.1733,-2.1204,-1.0703,2.382
7.909000,0.0968,-2.0377,-1.2200,2.377
7.910000,0.1542,-1.8614,-1.2295,2.236
7.918000,0.0105,-1.7128,-1.1041,2.038
7.919000,-0.0075,-1.7160,-0.8783,1.928
7.923000,-0.0088,-1.9185,-0.6685,2.032
7.928000,0.0296,-2.0295,-0.4562,2.080
7.933000,0.4830,-2.2931,0.2766,2.360
7.938000,0.9921,-2.6121,0.1057,2.796
7.942000,0.7384,-2.1185,0.0448,2.244
7.948000,0.9948,-1.1961,2.6520,3.075
7.953000,0.9749,-0.9040,0.5915,1.455
7.958000,0.6869,-0.5897,-0.6595,1.120
7.963000,0.4453,-0.3005,-0.6839,0.870
7.968000,0.3812,-0.1830,-0.7396,0.852
7.973000,0.4307,-0.2777,-0.7593,0.916
7.982000,0.4282,-0.5911,-0.6348,0.967
7.983000,0.3476,-0.9608,-0.4099,1.101
7.987000,0.2201,-1.1973,-0.2437,1.242
7.992000,0.2331,-1.3485,-0.1035,1.372
7.997000,0.3261,-1.3678,-0.0102,1.406
8.002000,0.3887,-1.2518,-0.2273,1.330
8.007000,0.5859,-0.9125,-0.4743,1.184
8.017000,0.9387,-0.4988,-0.4014,1.136
8.019000,1.6307,-0.4986,-0.0465,1.706
8.029000,1.6281,0.0466,1.3434,2.111
8.030000,1.1202,0.5462,0.5084,1.346
8.041000,0.9156,0.5983,-1.0750,1.534
8.042000,0.6696,0.4257,-1.2689,1.497
8.043000,0.1304,0.1970,-0.4622,0.519
8.047000,-0.4108,0.3428,0.0781,0.541
8.053000,-0.5301,0.5697,0.1309,0.789
8.056000,-0.5762,0.5512,0.3629,0.876
8.062000,-0.8744,1.0214,0.0392,1.345
8.066000,-0.8759,1.7847,-0.5442,2.061
8.071000,-0.9545,2.4103,-0.8723,2.735
8.076000,-1.1605,2.8899,-0.9548,3.257
8.081000,-1.1001,2.9643,-1.0028,3.317
8.086000,-0.9277,2.7370,-1.1363,3.105
8.091000,-0.8366,2.3042,-1.2660,2.759
8.099000,-0.7895,1.7737,-1.3214,2.348
8.101000,-0.8292,1.4148,-0.8341,1.840
8.107000,-0.7939,1.0434,-0.7994,1.536
8.123000,-0.7462,0.6656,-1.3181,1.654
8.125000,-0.7564,0.3987,-1.6245,1.836
8.126000,-0.8371,0.1279,-1.5213,1.741
8.129000,-1.1507,-0.0775,-1.2709,1.716
8.132000,-1.3015,-0.3575,-1.0020,1.681
8.135000,-1.2007,-0.7598,-0.7914,1.626
8.141000,-0.8951,-1.2454,-0.4682,1.604
8.146000,-0.4380,-1.5739,-0.1106,1.637
8.150000,-0.1035,-1.7462,-0.0367,1.750
8.155000,0.1803,-1.7784,-0.2355,1.803
8.160000,0.3252,-1.7415,-0.4364,1.825
8.165000,0.3570,-1.6155,-0.3415,1.689
8.170000,0.5016,-1.4951,-0.1920,1.589
8.175000,0.8607,-1.5214,-0.0577,1.749
8.180000,1.2791,-1.8023,0.1635,2.216
8.185000,1.5083,-2.0421,0.2910,2.555
8.190000,1.6312,-2.0280,0.2349,2.613
8.196000,1.6510,-1.8214,-0.0202,2.458
8.200000,1.2632,-1.3982,-0.2658,1.903
8.205000,0.9322,-0.9272,-0.2386,1.336
8.210000,0.8144,-0.6339,-0.0903,1.036
8.215000,0.6420,-0.5494,0.0010,0.845
8.220000,0.3846,-0.6134,0.0129,0.724
8.224000,0.1793,-0.8007,0.0200,0.821
8.234000,0.1283,-1.0560,0.0786,1.067
8.236000,0.2058,-1.2393,0.2560,1.282
8.241000,0.2447,-1.1724,0.3742,1.255
8.245000,0.2640,-0.8497,0.5462,1.044
8.263000,0.3552,-0.4495,0.5992,0.829
8.264000,0.5382,-0.1620,0.5153,0.763
8.264000,1.2399,0.6289,-1.7405,2.228
8.265000,0.9268,0.0973,-2.7343,2.889
8.269000,1.3751,0.2925,2.7917,3.126
8.273000,1.6280,0.1008,4.6892,4.965
8.279000,1.5955,-0.8871,4.1846,4.565
8.284000,2.1906,-0.9681,2.4931,3.457
8.288000,2.5857,-0.5598,1.8558,3.232
8.293000,2.5377,-0.0577,2.0137,3.240
8.299000,2.3809,0.3107,2.1044,3.193
8.303000,2.3819,0.3850,2.1365,3.223
8.308000,2.4768,0.3251,2.0674,3.243
8.314000,2.5427,0.1826,1.6217,3.021
8.318000,2.5905,0.0325,1.2542,2.878
8.324000,2.6219,-0.2220,1.1264,2.862
8.334000,2.4474,-0.4921,1.2056,2.772
8.336000,2.1208,-0.6655,1.5723,2.723
8.358000,1.9757,-0.2715,2.0279,2.844
8.359000,1.9535,0.1815,1.6684,2.575
8.359000,1.9935,0.5411,1.1070,2.344
8.360000,2.0623,0.7717,0.9945,2.416
8.361000,1.9711,0.6247,1.0860,2.336
8.364000,1.8034,0.2381,1.1366,2.145
8.367000,1.6469,-0.2217,0.7458,1.821
8.372000,1.7496,-0.7021,0.1468,1.891
8.377000,1.9486,-1.2614,-0.2455,2.334
8.382000,1.9756,-1.9153,-0.2251,2.761
8.388000,1.7053,-3.1637,1.4530,3.877
8.393000,1.3649,-4.9424,4.0151,6.512
8.397000,1.4304,-4.5064,1.3955,4.930
8.403000,1.6107,-2.3691,-2.2295,3.630
8.408000,1.3346,-1.1549,-1.9558,2.634
8.412000,0.6339,-0.5334,-0.8337,1.175
8.417000,-0.0277,-0.0871,-0.2689,0.284
8.422000,-0.1843,0.1059,-0.1716,0.273
8.427000,0.0695,-0.0082,-0.1570,0.172
8.432000,0.4403,-0.4032,-0.2114,0.633
8.437000,0.7761,-0.9173,-0.2718,1.232
8.442000,1.0439,-1.3863,-0.4792,1.800
8.447000,1.2964,-1.5070,-0.9481,2.202
8.452000,1.5462,-1.3381,-1.3885,2.472
8.457000,1.6802,-1.1981,-1.4544,2.525
8.467000,1.6223,-1.2171,-1.2463,2.380
8.469000,1.6811,-1.4955,-1.0848,2.498
8.472000,1.9842,-1.8286,-0.9961,2.876
8.477000,2.3011,-2.1887,-0.8634,3.291
8.486000,2.3955,-2.6402,-0.7619,3.645
8.488000,2.2060,-2.9192,-0.5131,3.695
8.491000,1.7742,-2.7368,-0.0049,3.262
8.496000,1.1073,-1.6992,0.6317,2.124
8.501000,0.8582,-0.2728,1.2525,1.543
8.505000,0.9362,0.9087,1.3009,1.842
8.510000,0.8472,1.3763,0.7152,1.767
8.516000,0.7837,0.9219,0.3712,1.266
8.520000,1.1220,0.0892,0.1875,1.141
8.525000,1.5387,-0.7911,-0.4792,1.795
8.530000,1.6507,-1.7021,-1.1569,2.638
8.535000,1.4713,-2.4213,-1.6151,3.261
8.541000,1.1456,-2.7423,-2.0489,3.610
8.547000,0.7622,-2.7405,-2.4951,3.784
8.551000,0.3838,-2.5887,-2.5972,3.687
8.555000,0.0261,-2.2863,-2.1852,3.163
8.560000,-0.0768,-2.0215,-1.7550,2.678
8.565000,0.0158,-1.9742,-1.5625,2.518
8.571000,0.0558,-2.0759,-1.0500,2.327
8.575000,0.7042,-2.2499,-0.7780,2.483
8.584000,1.6837,-2.1126,-1.0664,2.904
8.586000,2.0409,-1.5697,-1.7833,3.132
8.605000,1.3901,-0.4794,-2.1557,2.609
8.607000,0.8941,0.5061,-2.1638,2.395
8.608000,0.4608,1.2182,-2.0277,2.410
8.608000,0.0432,1.6845,-1.8403,2.495
8.609000,-0.4416,1.9496,-1.5571,2.534
8.614000,-0.9856,2.0018,-1.1016,2.488
8.620000,-1.5841,1.8822,-0.5006,2.511
8.625000,-2.0716,1.5701,-0.0401,2.600
8.630000,-2.4751,1.0617,0.1048,2.695
8.635000,-2.8781,0.6846,0.1978,2.965
8.640000,-3.3250,0.3751,0.2947,3.359
8.645000,-3.6417,0.2893,0.2216,3.660
8.649000,-3.7560,0.3794,-0.1397,3.778
8.654000,-3.5539,0.5795,-0.6244,3.655
8.659000,-3.2561,0.7804,-0.8205,3.447
8.664000,-2.9907,0.9819,-0.6378,3.212
8.669000,-2.7020,1.2051,-0.1561,2.963
8.674000,-2.3892,1.3379,0.1921,2.745
8.681000,-2.0895,1.3368,0.1906,2.488
8.687000,-1.7160,1.2692,-0.1504,2.140
8.688000,-1.3463,1.2201,-0.5371,1.895
8.693000,-0.8588,1.0952,-0.7690,1.590
8.698000,-0.2795,1.0359,-0.8807,1.388
8.703000,0.3173,0.9729,-0.9424,1.391
8.708000,0.8078,0.9303,-0.9142,1.534
8.713000,1.1399,0.8419,-0.8829,1.670
8.718000,1.2015,0.7611,-0.6894,1.581
8.723000,0.9875,0.7581,-0.4151,1.312
8.728000,0.6555,0.8562,-0.1221,1.085
8.733000,0.3160,0.9286,0.2072,1.003
8.738000,0.0113,1.0056,0.4501,1.102
8.743000,-0.3493,1.0651,0.6614,1.301
8.748000,-0.5530,1.1201,0.9159,1.549
8.753000,-0.5806,1.2499,1.1612,1.802
8.758000,-0.3768,1.4352,1.5409,2.139
8.764000,0.1922,1.4667,1.7744,2.310
8.768000,0.8383,1.4868,1.7826,2.468
8.773000,1.3941,1.5986,1.6568,2.692
8.778000,1.7275,1.7415,1.5082,2.880
8.783000,2.0014,1.9187,1.3316,3.076
8.788000,2.2140,2.0403,1.1804,3.234
8.792000,2.4155,2.0556,0.9801,3.320
8.799000,2.5636,1.8642,0.6386,3.233
8.802000,2.6028,1.4946,0.1828,3.007
8.807000,2.5859,0.9137,-0.0707,2.743
8.815000,2.5244,0.3633,-0.2403,2.562
8.817000,2.4644,-0.1894,-0.4214,2.507
8.822000,2.4139,-0.8202,-0.5771,2.614
8.827000,2.2830,-1.3735,-0.6329,2.738
8.833000,2.1496,-1.7756,-0.6009,2.852
8.838000,1.9748,-2.1269,-0.4412,2.936
8.842000,1.6563,-2.2913,-0.1650,2.832
8.847000,1.1998,-2.2738,0.1297,2.574
8.852000,0.6508,-1.9867,0.4680,2.142
8.856000,0.1208,-1.4141,0.7235,1.593
8.863000,-0.3180,-0.7946,0.8871,1.233
8.868000,-0.5043,-0.2592,0.9975,1.147
8.871000,-0.3595,-0.0135,1.0786,1.137
8.877000,-0.2123,0.0352,1.0645,1.086
8.881000,-0.1374,-0.0925,0.7112,0.730
8.886000,0.0461,-0.1405,0.2662,0.305
8.891000,0.4255,-0.4325,0.0445,0.608
8.901000,1.7157,-1.0864,-0.6529,2.133
8.902000,2.9806,-1.9690,-2.3245,4.262
8.907000,1.9203,-2.4364,-2.8069,4.184
8.913000,0.8527,-2.6315,-1.5432,3.168
8.934000,1.5293,-3.0511,-0.7423,3.493
8.937000,3.4558,-3.7189,-0.5937,5.111
8.937000,5.4435,-4.2750,-0.3454,6.930
8.938000,5.4298,-4.0059,0.4114,6.760
8.938000,3.6881,-3.0417,0.8582,4.857
8.941000,2.4047,-2.2788,0.7954,3.407
8.946000,2.0117,-1.8331,0.6475,2.798
8.950000,1.8584,-1.3421,0.3769,2.323
8.955000,1.3438,-0.8494,0.1977,1.602
8.960000,0.7103,-0.4963,-0.0602,0.869
8.965000,0.3681,-0.2030,-0.0751,0.427
8.970000,0.3242,-0.0688,-0.0458,0.335
8.975000,0.5920,-0.1611,-0.0296,0.614
8.981000,0.8666,-0.3438,0.0592,0.934
8.985000,0.9391,-0.4311,0.0469,1.034
8.990000,0.4857,-0.3151,0.0114,0.579
8.995000,-0.3064,-0.1437,-0.0147,0.339
9.002000,-1.4317,0.1735,-0.3290,1.479
9.005000,-2.8575,0.6189,-1.4375,3.258
9.010000,-2.9590,0.6656,-1.3727,3.329
9.029000,-2.2711,0.5130,-0.8134,2.466
9.031000,-1.4959,0.4351,-0.4215,1.614
9.031000,-0.6731,0.4892,-0.1798,0.851
9.032000,0.1854,0.6322,-0.2572,0.707
9.035000,0.8862,0.7511,-0.5796,1.298
9.039000,1.2543,0.7774,-0.8513,1.704
9.044000,1.4035,0.7045,-0.9828,1.853
9.049000,1.3363,0.5348,-0.9972,1.751
9.054000,1.0915,0.3708,-0.9975,1.524
9.060000,0.7364,0.2131,-1.3303,1.535
9.065000,0.6859,0.1379,-1.1918,1.382
9.071000,0.5857,0.0763,-0.7416,0.948
9.074000,0.2739,0.0021,-0.5104,0.579
9.079000,-0.1062,-0.0665,-0.1335,0.183
9.084000,-0.4039,-0.0275,0.1289,0.425
9.089000,-0.4167,0.0955,0.1665,0.459
9.094000,-0.1674,0.1864,-0.0315,0.253
9.099000,0.2739,0.1532,-0.3154,0.445
9.104000,0.5827,-0.0527,-0.3417,0.678
9.108000,0.7176,-0.2779,-0.0906,0.775
9.118000,0.6636,-0.5277,-0.0063,0.848
9.119000,0.6881,-0.7975,-0.0738,1.056
9.124000,0.7491,-1.0110,-0.1572,1.268
9.128000,0.5907,-1.1245,-0.1598,1.280
9.133000,0.2041,-1.1875,-0.0365,1.205
9.138000,-0.1864,-1.2986,-0.0762,1.314
9.143000,-0.5890,-1.2872,0.0245,1.416
9.148000,-0.8699,-1.0626,0.0272,1.374
9.153000,-1.1109,-0.6429,0.1128,1.288
9.158000,-1.4101,-0.2109,0.3564,1.470
9.164000,-1.7531,0.0639,0.7330,1.901
9.168000,-1.6394,0.0478,0.8393,1.842
9.173000,-1.5382,-0.2017,0.4776,1.623
9.178000,-1.4104,-0.7525,-0.1531,1.606
9.183000,-1.3371,-1.1611,-0.2911,1.795
9.188000,-1.4043,-1.1220,0.1103,1.801
9.199000,-1.3317,-0.6753,0.4001,1.546
9.200000,-1.3619,0.0216,0.4847,1.446
9.202000,-1.3483,0.5182,-0.0216,1.445
9.207000,-1.4591,0.8127,-0.7729,1.840
9.213000,-1.7772,1.0612,-1.4494,2.527
9.218000,-2.3136,1.2975,-1.5926,3.094
9.222000,-2.5153,1.5580,-1.4093,3.277
9.227000,-1.9501,1.6936,-1.5634,3.019
9.233000,-1.9373,1.6289,-1.5150,2.950
9.239000,-2.1487,1.4171,-1.2740,2.872
9.242000,-1.8592,1.3194,-1.3646,2.657
9.262000,-2.0286,1.2493,-1.3445,2.736
9.264000,-2.2186,1.1657,-1.3254,2.835
9.265000,-2.1194,1.0084,-1.4268,2.747
9.265000,-1.9782,0.7266,-1.2914,2.472
9.267000,-1.6939,0.3949,-1.0171,2.015
9.271000,-1.5165,0.1442,-0.7610,1.703
9.276000,-1.3331,-0.1842,-0.5431,1.451
9.282000,-0.9988,-0.5086,-0.4522,1.209
9.287000,-0.6650,-0.8290,-0.4968,1.173
9.291000,-0.6078,-0.9548,-0.4326,1.212
9.297000,-0.6511,-0.9042,-0.2008,1.132
9.302000,-0.5594,-1.0087,-0.1339,1.161
9.306000,-0.5085,-1.2406,-0.1228,1.346
9.311000,-0.4807,-1.3866,-0.1617,1.476
9.316000,-0.3659,-1.4472,-0.3494,1.533
9.322000,-0.1443,-1.3157,-0.6031,1.455
9.326000,0.0432,-1.1088,-0.5044,1.219
9.334000,0.1577,-0.9996,-0.2123,1.034
9.338000,0.1889,-0.8474,-0.1995,0.891
9.341000,0.4310,-0.8673,-0.3459,1.028
9.346000,0.7420,-0.8873,-0.3986,1.223
9.354000,0.9358,-0.8571,-0.2493,1.293
9.356000,1.1739,-0.7448,-0.0535,1.391
9.361000,1.4620,-0.5989,-0.0544,1.581
9.373000,1.6146,-0.4116,-0.1841,1.676
9.374000,1.6605,-0.2361,-0.2243,1.692
9.376000,1.6443,-0.0388,-0.1252,1.650
9.380000,1.6892,0.1262,-0.0685,1.695
9.385000,1.8532,0.1576,-0.0141,1.860
9.391000,2.0384,0.1250,-0.0333,2.043
9.395000,2.2334,0.0586,0.0329,2.234
9.400000,2.4310,0.0970,0.1052,2.435
9.404000,2.7199,0.1690,0.1374,2.729
9.410000,2.9408,0.1666,0.0572,2.946
9.414000,3.1805,0.1872,-0.0852,3.187
9.419000,3.2341,0.3222,-0.2880,3.263
9.425000,3.2129,0.5347,-0.3540,3.276
9.431000,3.2971,0.7159,-0.3443,3.391
9.434000,3.2965,0.9372,-0.2815,3.439
9.439000,3.1672,1.1391,-0.4255,3.393
9.444000,3.0794,1.2576,-1.0056,3.475
9.449000,2.9160,1.3847,-1.6096,3.607
9.454000,2.7699,1.5486,-1.8550,3.676
9.459000,2.7435,1.5967,-1.7738,3.636
9.465000,2.7710,1.5066,-1.5568,3.517
9.472000,2.7948,1.3032,-1.3785,3.378
9.475000,2.9254,1.0666,-1.0076,3.273
9.487000,3.1214,0.8591,-0.7172,3.316
9.487000,3.3167,0.6595,-0.5402,3.424
9.489000,3.5268,0.5739,-0.4721,3.604
9.493000,3.6131,0.5673,-0.5520,3.699
9.499000,3.6814,0.7111,-0.4749,3.779
9.504000,3.7226,0.8470,-0.2973,3.829
9.509000,3.8242,0.9904,-0.1553,3.953
9.514000,3.8252,0.9497,-0.1542,3.944
9.519000,3.6997,0.8232,-0.1682,3.794
9.523000,3.6119,0.6025,-0.1533,3.665
9.528000,3.3246,0.4680,-0.2020,3.363
9.534000,3.0329,0.5093,-0.5081,3.117
9.540000,2.8078,0.7408,-0.8527,3.026
9.545000,2.6509,1.0268,-0.8799,2.976
9.550000,2.5440,1.2141,-0.8004,2.930
9.553000,2.5600,1.2561,-0.6418,2.923
9.558000,2.6159,1.1431,-0.4355,2.888
9.563000,2.7105,0.9101,-0.1933,2.866
9.568000,2.8478,0.6204,0.0096,2.915
9.573000,2.9394,0.3927,0.1323,2.968
9.578000,2.9626,0.2211,0.2608,2.982
9.584000,2.9762,0.1696,0.4241,3.011
9.588000,2.9526,0.2672,0.7027,3.047
9.593000,2.9493,0.5107,0.7499,3.086
9.598000,3.0004,0.6530,0.5797,3.125
9.603000,3.0593,0.6253,0.4760,3.159
9.607000,3.0476,0.5208,0.3998,3.118
9.617000,2.9574,0.3996,0.3827,3.009
9.618000,2.7195,0.3203,0.4747,2.779
9.623000,2.5779,0.3927,0.6795,2.695
9.627000,2.4904,0.4278,0.6339,2.605
9.639000,2.3737,0.4124,0.3294,2.432
9.640000,2.2373,0.4529,0.1152,2.286
9.642000,2.0532,0.4486,0.1504,2.107
9.648000,1.9377,0.2848,0.2566,1.975
9.653000,1.8411,0.0107,0.3006,1.865
9.658000,1.7524,-0.2658,0.2335,1.788
9.663000,1.6197,-0.4921,0.2351,1.709
9.668000,1.5183,-0.6047,0.2948,1.661
9.673000,1.3954,-0.6218,0.3904,1.577
9.677000,1.4400,-0.6108,0.5281,1.651
9.682000,1.4825,-0.6197,0.5722,1.706
9.686000,1.4384,-0.7422,0.5840,1.721
9.692000,1.4038,-0.8350,0.5496,1.723
9.697000,1.2933,-0.9140,0.4857,1.656
9.701000,1.1088,-0.8945,0.3741,1.473
9.706000,0.9394,-0.7903,0.2758,1.258
9.711000,0.7919,-0.8046,0.2076,1.148
9.716000,0.7170,-0.8431,0.1664,1.119
9.721000,0.6323,-0.9432,0.1130,1.141
9.726000,0.5813,-1.0492,0.0709,1.202
9.736000,0.6119,-1.1004,0.0797,1.262
9.737000,0.5820,-1.1402,0.0673,1.282
9.742000,0.5004,-1.1261,0.0531,1.233
9.767000,0.4461,-1.0558,0.1147,1.152
9.767000,0.4269,-0.9392,0.1465,1.042
9.768000,0.2764,-0.8183,0.2605,0.902
9.768000,0.0962,-0.7626,0.3291,0.836
9.768000,-0.0187,-0.8017,0.1557,0.817
9.770000,-0.0935,-0.9830,-0.0810,0.991
9.776000,-0.1590,-1.1461,-0.2989,1.195
9.781000,-0.3415,-1.2032,-0.4839,1.341
9.786000,-0.5178,-1.1756,-0.5394,1.393
9.790000,-0.6396,-1.0809,-0.5697,1.379
9.795000,-0.7264,-1.0046,-0.6843,1.416
9.801000,-0.7510,-0.9381,-0.8626,1.479
9.805000,-0.7936,-0.7887,-0.9561,1.472
9.810000,-0.8046,-0.6723,-0.8290,1.337
9.815000,-0.9278,-0.5707,-0.5445,1.218
9.820000,-0.9450,-0.4537,-0.3304,1.099
9.825000,-0.8798,-0.3988,-0.4096,1.049
9.832000,-0.7161,-0.4050,-0.5910,1.013
9.835000,-0.6281,-0.4259,-0.6181,0.979
9.840000,-0.6198,-0.3828,-0.5763,0.929
9.844000,-0.6324,-0.3525,-0.5420,0.904
9.849000,-0.6074,-0.3495,-0.5126,0.868
9.854000,-0.5628,-0.3187,-0.5177,0.828
9.859000,-0.5635,-0.3198,-0.4650,0.797
9.864000,-0.5043,-0.3684,-0.2763,0.683
9.870000,-0.3572,-0.5694,0.0132,0.672
9.875000,-0.1829,-0.7451,0.1101,0.775
9.880000,-0.0149,-0.8249,0.2996,0.878
9.884000,0.4047,-0.7254,0.8291,1.174
9.890000,0.9603,-0.6073,1.5416,1.915
9.894000,1.3544,-0.5997,1.9711,2.466
9.899000,1.4025,-0.7141,2.1177,2.638
9.904000,1.2816,-0.7540,1.4992,2.112
9.908000,1.1210,-0.7347,0.8370,1.580
9.914000,0.8391,-0.6850,0.5744,1.226
9.919000,0.6243,-0.5581,0.5779,1.017
9.923000,0.4673,-0.6126,0.8110,1.119
9.928000,0.4151,-0.7542,0.9878,1.310
9.934000,0.3078,-0.9211,0.9758,1.377
9.939000,0.2283,-1.0979,0.8991,1.437
9.944000,0.1300,-1.2138,0.8462,1.485
9.950000,0.1503,-1.1759,0.8433,1.455
9.954000,0.3394,-1.0382,0.9621,1.456
9.959000,0.3766,-0.8034,0.9892,1.329
9.967000,0.3346,-0.5321,0.8424,1.051
9.969000,0.2711,-0.3685,0.5612,0.724
9.974000,0.3181,-0.1562,0.2067,0.410
9.978000,0.2440,0.0419,-0.0042,0.248
9.983000,0.1389,0.1777,-0.0244,0.227
9.988000,0.0438,0.2325,-0.0656,0.246
9.992000,-0.0189,0.2512,-0.1061,0.273
10.002000,-0.0792,0.2552,-0.1749,0.319
10.003000,-0.0420,0.2105,-0.1367,0.255
10.010000,0.0223,0.2582,-0.0578,0.266
10.021000,0.0969,0.3169,0.0080,0.331
10.022000,0.0581,0.3190,-0.0098,0.324
10.022000,0.0857,0.2629,-0.1219,0.302
10.028000,-0.0071,0.3824,-0.0039,0.383
10.032000,-0.1262,0.5295,0.1254,0.559
10.038000,-0.1640,0.6819,-0.3324,0.776
10.042000,-0.1169,0.8588,-0.9684,1.300
10.047000,-0.1232,1.0625,-1.2499,1.645
10.052000,-0.1510,1.2586,-1.1158,1.689
10.057000,-0.1039,1.3650,-0.9334,1.657
10.062000,0.0608,1.3868,-0.8564,1.631
10.067000,0.0402,1.4293,-0.8983,1.689
